Seq_id	Size	Description
282	-	905908	858890	47018
--------------------------------------------------------------------------------
Block #173
Seq_id	Strand	Start	End	Length
137	+	20962	48539	27577
169	+	698947	726402	27455
174	-	3772833	3745256	27577
193	-	4418722	4391022	27700
250	+	427009	454542	27533
282	+	373509	401042	27533
--------------------------------------------------------------------------------
Block #172
Seq_id	Strand	Start	End	Length
137	+	20261	20951	690
169	+	698268	698937	669
169	-	1191222	1190553	669
174	-	1119072	1118403	669
174	-	3773512	3772843	669
193	+	2916221	2916890	669
193	-	4419401	4418732	669
250	+	426330	426999	669
250	+	3538953	3539622	669
282	+	372830	373499	669
282	+	3486506	3487175	669
--------------------------------------------------------------------------------
Block #171
Seq_id	Strand	Start	End	Length
137	+	17820	20261	2441
169	+	695827	698268	2441
174	-	3775953	3773512	2441
193	-	4421842	4419401	2441
250	+	423889	426330	2441
282	+	370389	372830	2441
--------------------------------------------------------------------------------
Block #170
Seq_id	Strand	Start	End	Length
137	+	17027	17816	789
169	+	695140	695823	683
169	+	1432861	1433496	635
174	+	1362762	1363397	635
174	-	3776640	3775957	683
193	+	2726975	2727610	635
193	-	4422529	4421846	683
250	+	423202	423885	683
250	+	3093160	3093795	635
282	+	369702	370385	683
282	+	3037931	3038566	635
--------------------------------------------------------------------------------
Block #169
Seq_id	Strand	Start	End	Length
137	+	525	17027	16502
169	+	678638	695140	16502
174	-	3793142	3776640	16502
193	-	4439022	4422529	16493
250	+	406700	423202	16502
282	+	352490	369702	17212
--------------------------------------------------------------------------------
Block #168
Seq_id	Strand	Start	End	Length
136	+	0	5774	5774
169	+	230741	236515	5774
174	+	4017561	4023335	5774
193	-	4107602	4101828	5774
250	-	4024491	4018717	5774
282	-	4072549	4066775	5774
--------------------------------------------------------------------------------
Block #167
Seq_id	Strand	Start	End	Length
135	+	20707	26420	5713
169	+	142798	148511	5713
174	+	3929601	3935314	5713
193	-	4195531	4189818	5713
250	-	4112433	4106720	5713
282	+	3973034	3978747	5713
--------------------------------------------------------------------------------
Block #166
Seq_id	Strand	Start	End	Length
135	+	19295	20696	1401
169	+	141415	142794	1379
169	+	676751	678133	1382
174	-	3795029	3793647	1382
174	+	3928218	3929597	1379
193	-	4196914	4195535	1379
193	-	4440909	4439527	1382
250	+	404813	406195	1382
250	-	4113816	4112437	1379
282	+	350603	351985	1382
282	+	3971651	3973030	1379
--------------------------------------------------------------------------------
Block #165
Seq_id	Strand	Start	End	Length
135	+	0	19295	19295
169	+	122120	141415	19295
174	+	3909036	3928218	19182
193	-	4216215	4196914	19301
250	-	4133119	4113816	19303
282	+	3952348	3971651	19303
--------------------------------------------------------------------------------
Block #164
Seq_id	Strand	Start	End	Length
134	+	0	32180	32180
169	-	2656749	2624675	32074
193	+	1443127	1477157	34030
282	+	2160048	2192122	32074
--------------------------------------------------------------------------------
Block #163
Seq_id	Strand	Start	End	Length
132	+	3683	4984	1301
169	-	3782861	3781561	1300
174	+	3647833	3649134	1301
193	-	3747623	3746322	1301
250	-	908701	907400	1301
282	+	850025	851326	1301
--------------------------------------------------------------------------------
Block #162
Seq_id	Strand	Start	End	Length
132	+	2713	3671	958
169	-	2657567	2656755	812
169	-	3779405	3778593	812
169	-	3783701	3782871	830
169	-	3787172	3786360	812
174	+	3643522	3644334	812
174	+	3646993	3647823	830
174	+	3651290	3652102	812
193	+	1442309	1443121	812
193	-	3744166	3743354	812
193	-	3748463	3747633	830
193	-	3751952	3751140	812
250	-	905244	904432	812
250	-	909541	908711	830
250	-	913030	912218	812
282	+	845696	846508	812
282	+	849185	850015	830
282	+	853482	854294	812
282	+	2159230	2160042	812
--------------------------------------------------------------------------------
Block #161
Seq_id	Strand	Start	End	Length
132	+	0	2646	2646
169	-	3786351	3783705	2646
174	+	3644343	3646989	2646
193	-	3751131	3748467	2664
250	-	912209	909545	2664
282	+	846517	849181	2664
--------------------------------------------------------------------------------
Block #160
Seq_id	Strand	Start	End	Length
130	+	4040	20446	16406
169	+	310206	326612	16406
174	-	4304269	4287863	16406
193	+	292719	309129	16410
250	+	109533	125964	16431
282	+	110547	126996	16449
--------------------------------------------------------------------------------
Block #159
Seq_id	Strand	Start	End	Length
130	+	0	4040	4040
169	+	306166	310206	4040
174	-	4308309	4304269	4040
193	-	3853673	3849634	4039
250	+	105493	109533	4040
282	+	104547	110547	6000
--------------------------------------------------------------------------------
Block #158
Seq_id	Strand	Start	End	Length
127	+	20392	24423	4031
169	-	4232117	4228086	4031
174	+	307680	311711	4031
193	-	3933176	3929145	4031
250	+	26693	30724	4031
282	+	26694	30725	4031
--------------------------------------------------------------------------------
Block #157
Seq_id	Strand	Start	End	Length
127	+	19680	20392	712
169	-	4232829	4232117	712
174	+	306968	307680	712
193	+	3726675	3727387	712
193	-	3933888	3933176	712
250	+	25981	26693	712
250	-	3138571	3137859	712
282	+	25982	26694	712
282	+	3242633	3243345	712
--------------------------------------------------------------------------------
Block #156
Seq_id	Strand	Start	End	Length
127	+	12971	19680	6709
169	-	4239549	4232829	6720
174	+	300248	306968	6720
193	-	3940597	3933888	6709
250	+	19272	25981	6709
282	+	19273	25982	6709
--------------------------------------------------------------------------------
Block #155
Seq_id	Strand	Start	End	Length
127	+	11883	12934	1051
169	-	394978	393927	1051
169	+	1271629	1272680	1051
169	+	1520735	1521786	1051
169	-	1709958	1708907	1051
169	+	1785319	1786370	1051
169	+	1925239	1926290	1051
169	-	1930468	1929417	1051
169	+	1959943	1960994	1051
169	+	2087666	2088717	1051
169	-	2247481	2246430	1051
169	-	2378898	2377847	1051
169	+	2415877	2416928	1051
169	-	2443577	2442526	1051
169	-	2559365	2558314	1051
169	-	2692247	2691206	1041
169	-	2842382	2841331	1051
169	-	2871554	2870503	1051
169	+	2952637	2953688	1051
169	-	4240739	4239688	1051
174	-	123000	121949	1051
174	+	299058	300109	1051
174	-	1149773	1148721	1052
174	+	1201513	1202564	1051
174	+	1450655	1451706	1051
174	-	1639880	1638830	1050
174	+	1668770	1669821	1051
174	+	1784517	1785568	1051
174	-	1812928	1811877	1051
174	+	1849922	1850973	1051
174	-	1879869	1878818	1051
174	-	1951886	1950835	1051
174	+	2000311	2001362	1051
174	-	2145045	2143994	1051
174	+	2145312	2146363	1051
174	-	2274149	2273098	1051
174	+	2303623	2304674	1051
174	-	2308852	2307801	1051
174	-	2448657	2447605	1052
174	-	2527392	2526351	1041
174	-	2677685	2676634	1051
174	-	2706903	2705852	1051
174	+	2788699	2789750	1051
174	-	3165344	3164293	1051
193	-	174736	173685	1051
193	-	908860	907809	1051
193	+	989958	991009	1051
193	+	1019177	1020228	1051
193	+	1253493	1254544	1051
193	+	1407623	1408664	1041
193	+	1542484	1543535	1051
193	-	1676276	1675225	1051
193	+	1713270	1714321	1051
193	-	1743208	1742157	1051
193	-	2007974	2006923	1051
193	-	2139742	2138691	1051
193	+	2171878	2172929	1051
193	-	2177108	2176056	1052
193	-	2180237	2179186	1051
193	+	2390170	2391221	1051
193	-	2582859	2581808	1051
193	+	2670599	2671650	1051
193	+	2823778	2824829	1051
193	-	2835800	2834749	1051
193	-	3941787	3940736	1051
250	+	18082	19133	1051
250	+	1389746	1390797	1051
250	-	1769501	1768450	1051
250	+	1850586	1851637	1051
250	+	1879804	1880855	1051
250	+	2142257	2143308	1051
250	-	2172195	2171144	1051
250	+	2209188	2210239	1051
250	-	2237598	2236547	1051
250	-	2353353	2352302	1051
250	-	2385483	2384442	1041
250	-	2535776	2534725	1051
250	-	2663534	2662483	1051
250	+	2693733	2694784	1051
250	-	2698962	2697911	1051
250	-	2943484	2942433	1051
250	+	3181895	3182946	1051
250	+	3251677	3252728	1051
250	-	3263700	3262649	1051
250	+	3339119	3340170	1051
250	+	4397639	4398690	1051
282	+	18083	19134	1051
282	-	1694996	1693945	1051
282	+	1778028	1779079	1051
282	+	1807246	1808297	1051
282	-	1812475	1811424	1051
282	+	1842674	1843725	1051
282	+	1972361	1973412	1051
282	+	2124544	2125585	1041
282	+	2257485	2258536	1051
282	+	2375905	2376956	1051
282	-	2404315	2403264	1051
282	+	2441308	2442359	1051
282	-	2471239	2470188	1051
282	-	2746591	2745540	1051
282	-	2886842	2885791	1051
282	+	2982525	2983576	1051
282	+	3117506	3118557	1051
282	-	3129528	3128477	1051
282	-	3199291	3198240	1051
282	+	3284750	3285801	1051
282	+	4350709	4351760	1051
--------------------------------------------------------------------------------
Block #154
Seq_id	Strand	Start	End	Length
127	+	0	11605	11605
169	-	1942358	1930753	11605
174	+	2291733	2303338	11605
193	+	2159265	2171595	12330
250	+	2681118	2693448	12330
282	-	1825090	1812760	12330
--------------------------------------------------------------------------------
Block #153
Seq_id	Strand	Start	End	Length
126	+	0	64203	64203
169	-	2519513	2455282	64231
174	+	1708621	1772812	64191
193	+	1584293	1649224	64931
250	-	2313502	2249303	64199
282	+	2300005	2364200	64195
--------------------------------------------------------------------------------
Block #152
Seq_id	Strand	Start	End	Length
125	+	0	2086	2086
169	+	504867	506953	2086
174	+	232849	234935	2086
193	+	288656	290742	2086
250	-	4287654	4285568	2086
282	-	4240847	4238761	2086
--------------------------------------------------------------------------------
Block #151
Seq_id	Strand	Start	End	Length
122	+	458	4558	4100
169	-	3595119	3591019	4100
174	-	3462942	3458842	4100
193	+	455725	459825	4100
250	+	1088810	1092910	4100
282	-	965087	960990	4097
--------------------------------------------------------------------------------
Block #150
Seq_id	Strand	Start	End	Length
120	+	345	7936	7591
169	-	4227138	4219547	7591
174	+	312659	320250	7591
193	-	3928197	3919896	8301
250	+	31672	39263	7591
282	+	31673	39264	7591
--------------------------------------------------------------------------------
Block #149
Seq_id	Strand	Start	End	Length
119	+	0	583	583
169	-	1710800	1710217	583
174	-	1640722	1640139	583
193	+	2389328	2389911	583
250	+	3338277	3338860	583
282	+	3283908	3284491	583
--------------------------------------------------------------------------------
Block #148
Seq_id	Strand	Start	End	Length
117	+	10367	28540	18173
169	+	1443866	1462039	18173
174	+	1373767	1391940	18173
193	-	2657941	2639768	18173
250	+	3106124	3124298	18174
282	-	3275079	3256906	18173
--------------------------------------------------------------------------------
Block #147
Seq_id	Strand	Start	End	Length
117	+	0	10360	10360
169	+	1433499	1443859	10360
174	+	1363400	1373760	10360
193	+	2727613	2737973	10360
250	+	3093798	3104158	10360
282	+	3038569	3048929	10360
--------------------------------------------------------------------------------
Block #146
Seq_id	Strand	Start	End	Length
115	+	3714	29513	25799
169	-	4001890	3976091	25799
174	+	535932	562039	26107
193	-	3574791	3548992	25799
250	+	672167	697966	25799
282	+	618648	644447	25799
--------------------------------------------------------------------------------
Block #145
Seq_id	Strand	Start	End	Length
115	+	3049	3714	665
169	-	3880373	3879708	665
169	-	4002555	4001890	665
174	+	535267	535932	665
174	+	651695	652360	665
193	-	3451262	3450590	672
193	-	3575456	3574791	665
250	+	671502	672167	665
250	+	793708	794373	665
282	+	617983	618648	665
282	+	742158	742823	665
--------------------------------------------------------------------------------
Block #144
Seq_id	Strand	Start	End	Length
115	+	0	3049	3049
169	-	4005604	4002555	3049
174	+	532218	535267	3049
193	-	3578505	3575456	3049
250	+	668453	671502	3049
282	+	614934	617983	3049
--------------------------------------------------------------------------------
Block #143
Seq_id	Strand	Start	End	Length
114	+	83260	87318	4058
169	+	560813	564871	4058
174	+	288797	292855	4058
193	-	4041993	4037935	4058
250	-	4231693	4227635	4058
282	-	4184901	4180843	4058
--------------------------------------------------------------------------------
Block #142
Seq_id	Strand	Start	End	Length
114	+	64556	82905	18349
169	+	1143004	1161353	18349
174	+	1070855	1089204	18349
193	-	2966394	2948044	18350
250	-	3587170	3568821	18349
282	-	3534724	3516375	18349
--------------------------------------------------------------------------------
Block #141
Seq_id	Strand	Start	End	Length
114	+	56893	64556	7663
169	+	1135349	1143004	7655
174	+	1061233	1068896	7663
193	-	2974057	2966394	7663
250	-	3594833	3587170	7663
282	-	3542387	3534724	7663
--------------------------------------------------------------------------------
Block #140
Seq_id	Strand	Start	End	Length
114	+	50741	56893	6152
169	+	1127230	1133382	6152
174	+	1055081	1061233	6152
193	-	2980218	2974057	6161
250	-	3600985	3594833	6152
282	-	3548539	3542387	6152
--------------------------------------------------------------------------------
Block #139
Seq_id	Strand	Start	End	Length
114	+	50030	50740	710
169	+	1126519	1127229	710
174	+	1053659	1054369	710
174	+	1054370	1055080	710
193	-	2980929	2980219	710
193	-	2981640	2980930	710
250	-	3601696	3600986	710
282	-	3549250	3548540	710
--------------------------------------------------------------------------------
Block #138
Seq_id	Strand	Start	End	Length
114	+	37028	50030	13002
169	+	1113517	1126519	13002
174	+	1040657	1053659	13002
193	-	2994642	2981640	13002
250	-	3615410	3601696	13714
282	-	3562964	3549250	13714
--------------------------------------------------------------------------------
Block #137
Seq_id	Strand	Start	End	Length
114	+	35678	37028	1350
169	+	1112167	1113517	1350
169	-	4475884	4474528	1356
174	+	1039307	1040657	1350
174	-	4204587	4203231	1356
193	-	2995992	2994642	1350
250	-	3616760	3615410	1350
282	-	3564314	3562964	1350
--------------------------------------------------------------------------------
Block #136
Seq_id	Strand	Start	End	Length
114	+	25576	35678	10102
169	+	1102065	1112167	10102
174	+	1029205	1039307	10102
193	-	3008053	2995992	12061
250	-	3626862	3616760	10102
282	-	3574419	3564314	10105
--------------------------------------------------------------------------------
Block #135
Seq_id	Strand	Start	End	Length
114	+	3745	25572	21827
169	+	1080375	1102061	21686
174	+	1007374	1029201	21827
193	-	3029884	3008057	21827
250	-	3648693	3626866	21827
282	-	3598206	3576379	21827
--------------------------------------------------------------------------------
Block #134
Seq_id	Strand	Start	End	Length
114	+	2835	3703	868
169	+	1079515	1080343	828
169	-	2520341	2519555	786
174	+	1006514	1007342	828
174	+	1707793	1708579	786
193	+	1583465	1584251	786
193	-	3030744	3029916	828
250	-	2314330	2313544	786
250	-	3649553	3648725	828
282	+	2299177	2299963	786
282	-	3599066	3598238	828
--------------------------------------------------------------------------------
Block #133
Seq_id	Strand	Start	End	Length
114	+	0	2829	2829
169	+	1076681	1079510	2829
174	+	1003680	1006509	2829
193	-	3033578	3030749	2829
250	-	3652387	3649558	2829
282	-	3601900	3599071	2829
--------------------------------------------------------------------------------
Block #132
Seq_id	Strand	Start	End	Length
113	+	0	4647	4647
169	-	2743770	2739123	4647
174	-	2578897	2574250	4647
193	+	1354175	1358822	4647
250	-	2437007	2432360	4647
282	+	2073088	2077735	4647
--------------------------------------------------------------------------------
Block #131
Seq_id	Strand	Start	End	Length
112	+	0	28570	28570
169	+	790519	819089	28570
174	+	718875	747387	28512
193	-	3320695	3292125	28570
250	-	3938879	3910309	28570
282	-	3888246	3859676	28570
--------------------------------------------------------------------------------
Block #130
Seq_id	Strand	Start	End	Length
111	+	6195	7384	1189
169	-	3969330	3968141	1189
174	+	568800	569989	1189
193	-	3542231	3541042	1189
250	+	704727	705916	1189
282	+	651208	652397	1189
--------------------------------------------------------------------------------
Block #129
Seq_id	Strand	Start	End	Length
111	+	2748	5710	2962
169	+	1872485	1875427	2942
169	-	3973001	3970175	2826
174	+	565129	567955	2826
174	-	2361468	2358526	2942
193	-	2231330	2228388	2942
193	-	3545902	3543076	2826
250	+	701056	703882	2826
250	-	2751937	2748995	2942
282	+	647537	650363	2826
282	-	2799615	2796673	2942
--------------------------------------------------------------------------------
Block #128
Seq_id	Strand	Start	End	Length
111	+	0	2748	2748
169	-	3975716	3973001	2715
174	+	562414	565129	2715
193	-	3548617	3545902	2715
250	+	698341	701056	2715
282	+	644822	647537	2715
--------------------------------------------------------------------------------
Block #127
Seq_id	Strand	Start	End	Length
110	+	4261	5384	1123
169	+	786317	787389	1072
169	-	1186665	1185596	1069
174	+	714673	715745	1072
174	-	1114515	1113446	1069
193	+	2922738	2923807	1069
193	-	3324897	3323825	1072
250	+	3543510	3544579	1069
250	-	3943081	3942009	1072
282	+	3491064	3492133	1069
282	-	3892448	3891376	1072
--------------------------------------------------------------------------------
Block #126
Seq_id	Strand	Start	End	Length
110	+	0	4261	4261
169	+	782056	786317	4261
174	+	710412	714673	4261
193	-	3329158	3324897	4261
250	-	3947342	3943081	4261
282	-	3896709	3892448	4261
--------------------------------------------------------------------------------
Block #125
Seq_id	Strand	Start	End	Length
109	+	0	1914	1914
169	-	3961976	3960062	1914
193	-	3534877	3532963	1914
250	+	712081	713995	1914
282	+	658562	660476	1914
--------------------------------------------------------------------------------
Block #124
Seq_id	Strand	Start	End	Length
108	+	42070	43107	1037
169	+	675078	676115	1037
174	-	3796702	3795665	1037
193	-	4442582	4441545	1037
250	+	403140	404177	1037
282	+	348930	349967	1037
--------------------------------------------------------------------------------
Block #123
Seq_id	Strand	Start	End	Length
108	+	20688	41880	21192
169	+	653697	674888	21191
174	-	3818048	3796892	21156
193	-	4465952	4442772	23180
250	+	323934	345126	21192
282	+	327548	348740	21192
--------------------------------------------------------------------------------
Block #122
Seq_id	Strand	Start	End	Length
108	+	19779	20688	909
169	+	652788	653697	909
174	-	3818957	3818048	909
193	-	4466861	4465952	909
250	+	323025	323934	909
250	+	346297	347189	892
282	+	326639	327548	909
--------------------------------------------------------------------------------
Block #121
Seq_id	Strand	Start	End	Length
108	+	9474	19779	10305
169	+	642476	652788	10312
174	-	3829262	3818957	10305
193	-	4477194	4466861	10333
250	+	312706	323025	10319
282	+	316362	326639	10277
--------------------------------------------------------------------------------
Block #120
Seq_id	Strand	Start	End	Length
108	+	5041	9296	4255
169	+	638174	642335	4161
169	-	2021923	2017823	4100
169	-	3807501	3803429	4072
169	-	3811927	3807800	4127
174	+	2212162	2216261	4099
174	+	3618766	3622893	4127
174	+	3623192	3627264	4072
174	-	3833570	3829403	4167
193	+	2075815	2079914	4099
193	-	3772253	3768181	4072
193	-	4481502	4477335	4167
250	+	308398	312565	4167
250	-	933373	929301	4072
250	-	937799	933672	4127
250	+	2601546	2605645	4099
282	+	312054	316221	4167
282	+	825353	829425	4072
282	-	1906606	1902507	4099
--------------------------------------------------------------------------------
Block #119
Seq_id	Strand	Start	End	Length
108	+	0	4858	4858
169	+	633254	638112	4858
174	-	3838490	3833632	4858
193	-	4486422	4481564	4858
250	+	303478	308336	4858
282	+	307134	311992	4858
--------------------------------------------------------------------------------
Block #118
Seq_id	Strand	Start	End	Length
105	+	2573	3868	1295
169	+	1878737	1880028	1291
169	-	3964576	3963318	1258
174	-	2355216	2353925	1291
193	-	2225078	2223787	1291
193	-	3537477	3536219	1258
250	+	709481	710739	1258
250	-	2745685	2744394	1291
282	+	655962	657220	1258
282	-	2793363	2792072	1291
--------------------------------------------------------------------------------
Block #117
Seq_id	Strand	Start	End	Length
105	+	1019	2573	1554
169	+	1877348	1878737	1389
169	-	3960060	3959109	951
169	-	3966118	3964576	1542
174	+	572012	572963	951
174	-	2356605	2355216	1389
193	-	2226467	2225078	1389
193	-	3532961	3532010	951
193	-	3539019	3537477	1542
250	+	707939	709481	1542
250	+	713997	714948	951
250	-	2747074	2745685	1389
282	+	654420	655962	1542
282	+	660478	661429	951
282	-	2794752	2793363	1389
--------------------------------------------------------------------------------
Block #116
Seq_id	Strand	Start	End	Length
105	+	0	1014	1014
169	+	1876329	1877343	1014
169	-	3967137	3966123	1014
174	+	570993	572007	1014
174	-	2357624	2356610	1014
193	-	2227486	2226472	1014
193	-	3540038	3539024	1014
250	+	706920	707934	1014
250	-	2748093	2747079	1014
282	+	653401	654415	1014
282	-	2795771	2794757	1014
--------------------------------------------------------------------------------
Block #115
Seq_id	Strand	Start	End	Length
104	+	26270	59073	32803
169	-	1758825	1726072	32753
174	+	2475166	2508080	32914
193	+	2340986	2374056	33070
250	+	3290174	3323005	32831
282	-	3090285	3057338	32947
--------------------------------------------------------------------------------
Block #114
Seq_id	Strand	Start	End	Length
104	+	25448	26209	761
169	-	1759596	1758884	712
169	-	3028228	3027492	736
174	+	2474395	2475107	712
174	-	2864293	2863557	736
193	+	831301	832037	736
193	+	2340215	2340927	712
250	+	1688912	1689648	736
250	+	3289403	3290115	712
282	+	1619465	1620201	736
282	-	3091056	3090344	712
--------------------------------------------------------------------------------
Block #113
Seq_id	Strand	Start	End	Length
104	+	2	25444	25442
169	-	1785063	1759600	25463
174	+	2448913	2474391	25478
193	+	2312810	2340211	27401
250	+	3263956	3289399	25443
282	-	3117250	3091060	26190
--------------------------------------------------------------------------------
Block #112
Seq_id	Strand	Start	End	Length
103	+	69035	79398	10363
169	-	3890736	3880373	10363
174	+	641332	651695	10363
193	-	3461643	3451262	10381
250	+	783345	793708	10363
282	+	731795	742158	10363
--------------------------------------------------------------------------------
Block #111
Seq_id	Strand	Start	End	Length
103	+	68057	69035	978
169	-	3276957	3276006	951
169	-	3891681	3890736	945
174	+	640387	641332	945
174	-	3112945	3111994	951
193	+	1073508	1074459	951
193	-	3462588	3461643	945
250	+	782400	783345	945
250	+	1442143	1443094	951
282	+	730850	731795	945
282	+	1370784	1371735	951
--------------------------------------------------------------------------------
Block #110
Seq_id	Strand	Start	End	Length
103	+	66029	68048	2019
169	-	3893708	3891689	2019
174	+	638360	640379	2019
193	-	3464615	3462596	2019
250	+	780373	782392	2019
282	+	728823	730842	2019
--------------------------------------------------------------------------------
Block #109
Seq_id	Strand	Start	End	Length
103	+	64866	66026	1160
169	-	3894262	3893711	551
169	-	4561487	4560426	1061
174	+	637806	638357	551
174	-	4495571	4494510	1061
193	-	3465169	3464618	551
193	-	4663271	4662210	1061
250	+	779819	780370	551
250	-	4514567	4513506	1061
282	+	728269	728820	551
282	-	4614709	4613648	1061
--------------------------------------------------------------------------------
Block #108
Seq_id	Strand	Start	End	Length
103	+	32785	64807	32022
169	-	3926325	3894315	32010
174	+	605743	637753	32010
193	-	3497267	3465222	32045
250	+	747722	779766	32044
282	+	696172	728216	32044
--------------------------------------------------------------------------------
Block #107
Seq_id	Strand	Start	End	Length
103	+	0	31788	31788
169	-	3959109	3927321	31788
174	+	572963	604747	31784
193	-	3532010	3500222	31788
250	+	714948	746726	31778
282	+	661429	693217	31788
--------------------------------------------------------------------------------
Block #106
Seq_id	Strand	Start	End	Length
102	+	14652	15598	946
169	-	3865056	3864110	946
174	+	667012	667958	946
193	-	3435938	3434992	946
250	+	809730	810676	946
282	+	758185	759131	946
--------------------------------------------------------------------------------
Block #105
Seq_id	Strand	Start	End	Length
102	+	13941	14651	710
169	-	3865767	3865057	710
174	+	666301	667011	710
193	-	3436649	3435939	710
250	+	808308	809018	710
250	+	809019	809729	710
282	+	756764	757474	710
282	+	757474	758184	710
--------------------------------------------------------------------------------
Block #104
Seq_id	Strand	Start	End	Length
102	+	0	13941	13941
169	-	3879708	3865767	13941
174	+	652360	666301	13941
193	-	3450590	3436649	13941
250	+	794373	808308	13935
282	+	742823	756764	13941
--------------------------------------------------------------------------------
Block #103
Seq_id	Strand	Start	End	Length
101	+	6866	13100	6234
169	+	955133	961367	6234
174	+	884110	890344	6234
193	+	3128502	3134736	6234
250	-	3774033	3767799	6234
282	-	3723450	3717216	6234
--------------------------------------------------------------------------------
Block #102
Seq_id	Strand	Start	End	Length
101	+	6070	6866	796
169	+	954384	955133	749
169	-	3450615	3449863	752
174	+	883361	884110	749
174	-	3319682	3318930	752
193	+	600218	600970	752
193	+	3127753	3128502	749
250	+	1233336	1234088	752
250	-	3774782	3774033	749
282	+	1184177	1184929	752
282	-	3724199	3723450	749
--------------------------------------------------------------------------------
Block #101
Seq_id	Strand	Start	End	Length
101	+	2257	6070	3813
169	-	3454428	3450615	3813
174	-	3323495	3319682	3813
193	+	596405	600218	3813
250	+	1229523	1233336	3813
282	+	1180364	1184177	3813
--------------------------------------------------------------------------------
Block #100
Seq_id	Strand	Start	End	Length
101	+	0	2257	2257
169	-	3456685	3454428	2257
174	-	3326463	3324206	2257
193	+	594148	596405	2257
250	+	1227266	1229523	2257
282	+	1178107	1180364	2257
--------------------------------------------------------------------------------
Block #99
Seq_id	Strand	Start	End	Length
99	+	11400	35671	24271
169	-	2440523	2416966	23557
174	+	1787571	1811839	24268
193	+	1651215	1675187	23972
250	-	2234544	2210277	24267
282	+	2378959	2403226	24267
--------------------------------------------------------------------------------
Block #98
Seq_id	Strand	Start	End	Length
99	+	9427	11400	1973
169	-	2442496	2440523	1973
174	+	1785598	1787571	1973
250	-	2236544	2234544	2000
282	+	2376959	2378959	2000
--------------------------------------------------------------------------------
Block #97
Seq_id	Strand	Start	End	Length
99	+	0	9427	9427
169	-	2453296	2443869	9427
174	+	1774798	1784225	9427
250	-	2247317	2237861	9456
282	+	2366186	2375642	9456
--------------------------------------------------------------------------------
Block #46
Seq_id	Strand	Start	End	Length
48	+	2418	3144	726
169	+	1247334	1248060	726
169	+	1566222	1566948	726
174	+	1177218	1177944	726
174	+	1496144	1496870	726
193	-	2535412	2534686	726
193	-	2860095	2859369	726
250	+	3227382	3228108	726
250	-	3482834	3482108	726
282	-	3153823	3153097	726
282	-	3428430	3427704	726
--------------------------------------------------------------------------------
Block #45
Seq_id	Strand	Start	End	Length
48	+	0	2418	2418
169	+	1563804	1566222	2418
174	+	1493726	1496144	2418
193	-	2537830	2535412	2418
250	+	3224964	3227382	2418
282	-	3156241	3153823	2418
--------------------------------------------------------------------------------
Block #44
Seq_id	Strand	Start	End	Length
47	+	0	15373	15373
169	+	1544997	1560370	15373
174	+	1474918	1490292	15374
193	-	2558596	2541264	17332
250	+	3206158	3221531	15373
282	-	3175048	3159675	15373
--------------------------------------------------------------------------------
Block #43
Seq_id	Strand	Start	End	Length
46	+	7535	21634	14099
169	+	379785	393884	14099
174	+	107807	121906	14099
193	+	159543	173642	14099
250	-	4412832	4398733	14099
282	-	4365902	4351803	14099
--------------------------------------------------------------------------------
Block #42
Seq_id	Strand	Start	End	Length
46	+	6729	7535	806
169	+	379029	379785	756
169	-	4284334	4283634	700
174	+	107092	107807	715
174	+	4160279	4160979	700
193	+	158787	159543	756
193	+	4285264	4285964	700
250	-	2815714	2815014	700
250	-	4413588	4412832	756
282	-	4366658	4365902	756
282	+	4484784	4485484	700
--------------------------------------------------------------------------------
Block #41
Seq_id	Strand	Start	End	Length
46	+	0	5764	5764
169	+	371508	377272	5764
174	+	99571	105335	5764
193	+	151807	157571	5764
250	-	4420568	4414804	5764
282	-	4374179	4368415	5764
--------------------------------------------------------------------------------
Block #40
Seq_id	Strand	Start	End	Length
44	+	3813	26564	22751
169	+	1493885	1516603	22718
174	+	1423789	1446523	22734
193	-	2609746	2586972	22774
250	+	3155045	3177763	22718
282	-	3226159	3203423	22736
--------------------------------------------------------------------------------
Block #39
Seq_id	Strand	Start	End	Length
44	+	2219	3796	1577
169	+	1488401	1489915	1514
169	+	1492309	1493874	1565
174	+	1418305	1419819	1514
174	+	1422213	1423778	1565
193	-	2611322	2609757	1565
193	-	2615392	2613878	1514
250	+	3149399	3150913	1514
250	+	3153469	3155034	1565
282	-	3227735	3226170	1565
282	-	3231805	3230291	1514
--------------------------------------------------------------------------------
Block #38
Seq_id	Strand	Start	End	Length
44	+	36	2214	2178
169	+	1490130	1492308	2178
174	+	1420034	1422212	2178
193	-	2613501	2611323	2178
250	+	3151290	3153468	2178
282	-	3229914	3227736	2178
--------------------------------------------------------------------------------
Block #37
Seq_id	Strand	Start	End	Length
43	+	4731	6161	1430
169	+	1486966	1488396	1430
174	+	1416870	1418300	1430
193	-	2616827	2615397	1430
250	+	3147964	3149394	1430
282	-	3233240	3231810	1430
--------------------------------------------------------------------------------
Block #36
Seq_id	Strand	Start	End	Length
43	+	4007	4723	716
169	-	831649	830985	664
169	+	1486289	1486962	673
174	-	759947	759283	664
174	+	1416193	1416866	673
193	-	2617504	2616831	673
193	+	3279269	3279933	664
250	+	3147287	3147960	673
250	+	3897452	3898116	664
282	-	3233917	3233244	673
282	+	3846819	3847483	664
--------------------------------------------------------------------------------
Block #35
Seq_id	Strand	Start	End	Length
43	+	0	4007	4007
169	+	1482300	1486289	3989
